"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol"
"ENSMUSG00000000411",0.269191672507097,-0.000610458384778469,0.363382162653379,0.986984615073359,0.99953315013931,"Tssk3"
"ENSMUSG00000000416",0.466492158415585,-0.0282812793038205,0.387642633080343,0.472821678258782,0.925240927554818,"Cttnbp2"
"ENSMUSG00000000420",4667.17823374804,0.153883771549705,0.179458053654446,0.197260160213567,0.712585595433654,"Galnt1"
"ENSMUSG00000000439",1132.02372311302,-0.223764042874133,0.137675344116315,0.0447384236631561,0.432252474796879,"Mkrn2"
"ENSMUSG00000000440",371.862882337367,-0.439523528997477,0.182605581627686,0.000539130689805289,0.0332027486250086,"Pparg"
"ENSMUSG00000000441",3485.15935702133,-0.11656249386467,0.144827384301123,0.306334897443417,0.808855661532383,"Raf1"
"ENSMUSG00000000486",117.476135520551,0.0727784420864988,0.189540650979327,0.529981068807999,0.955162369411072,"Septin1"
"ENSMUSG00000000489",55.9263210098172,0.0843959095279892,0.337007651351446,0.216450472884983,0.729853725934425,"Pdgfb"
"ENSMUSG00000000530",224.572954065635,-0.0908518506639136,0.191721982815661,0.432440622655733,0.900750797912188,"Acvrl1"
"ENSMUSG00000000531",2552.4460523836,-0.0405151675783127,0.182248309493095,0.729310943508373,0.997992378041651,"Grasp"
"ENSMUSG00000000532",1047.66897013893,-0.158293316529339,0.212920439000169,0.161802926637625,0.674358912350521,"Acvr1b"
"ENSMUSG00000000538",2333.76878037119,-0.253970800129706,0.226316912744619,0.0362677050082678,0.397500193959261,"Tom1l2"
"ENSMUSG00000000544",0.678379964946635,-0.0387252444622511,0.343656911224822,0.440607205490236,0.906476592124605,"Gpa33"
"ENSMUSG00000000552",1775.18242068769,-0.133656370688136,0.210246643524853,0.231605925964578,0.743634419190637,"Zfp385a"
"ENSMUSG00000000555",8864.51398028054,7.92695742411433e-05,0.20889737255402,0.999401565144458,0.999824394249702,"Itga5"
"ENSMUSG00000000560",0.158212307705263,0.00364969589748062,0.363817897022925,0.922360359052016,0.998398875236137,"Gabra2"
"ENSMUSG00000000561",1823.74421269484,0.215598333881497,0.159709471167776,0.0688658075615984,0.510940795744709,"Wdr77"
"ENSMUSG00000000563",19606.6026435474,0.153044371274419,0.226419787731288,0.15796512039015,0.66938496133873,"Atp5pb"
"ENSMUSG00000000567",1332.29524007041,0.0735655932428069,0.194680589871858,0.519868050876798,0.949918437638354,"Sox9"
"ENSMUSG00000000568",5409.8825821839,0.0373809617404301,0.17493910951889,0.751306659845018,0.997992378041651,"Hnrnpd"
"ENSMUSG00000000579",498.997234749165,0.168596380680035,0.203146358507431,0.148038135791987,0.653744322910863,"Dynlt1c"
"ENSMUSG00000000581",5074.71274621689,0.0985387857274917,0.2249109444992,0.330993202875881,0.826966837932941,"C1d"
"ENSMUSG00000000594",1280.32391067034,0.193682979185047,0.202235582739354,0.102163544846763,0.585544482828797,"Gm2a"
"ENSMUSG00000000600",2747.43927725101,-0.149011855813491,0.162859794555198,0.208224158335683,0.721339121381295,"Krit1"
"ENSMUSG00000000605",3830.24172495237,0.106183610411605,0.126801995226191,0.31838489377458,0.816986814702076,"Clcn4"
"ENSMUSG00000000627",2.77469493145463,0.0357718030934689,0.262190053029974,0.608978687880684,0.987014123942887,"Sema4f"
"ENSMUSG00000000628",1006.37019435627,0.128920027738741,0.213096346981314,0.242177196956466,0.7553918543954,"Hk2"
"ENSMUSG00000000631",2079.11563830938,-0.155665734167765,0.2301960416023,0.148143040038897,0.653744322910863,"Myo18a"
"ENSMUSG00000000632",0.194970909102355,-0.00401582344273987,0.363932687257751,0.914604655298246,0.998398875236137,"Sez6"
"ENSMUSG00000000673",1.77142337482872,-0.014840694145917,0.302070466406651,0.778989197685106,0.997992378041651,"Haao"
"ENSMUSG00000000686",30.3808803777492,-0.0508917222049348,0.227179166769948,0.588613252890743,0.980796168279957,"Abhd15"
"ENSMUSG00000000690",1708.29983454777,0.0411759731136396,0.155852621121896,0.724134594759016,0.997992378041651,"Hoxb6"
"ENSMUSG00000000693",4015.07236734486,-0.0874128362356697,0.170488052641599,0.46046777103712,0.91814473002761,"Loxl3"
"ENSMUSG00000000706",4.14460529481792,-0.0239386002090925,0.263262569056671,0.721687297216036,0.997992378041651,"Btn1a1"
"ENSMUSG00000000708",2469.83418029326,-0.0919671237449919,0.148316219079433,0.423737869297625,0.894361789249479,"Kat2b"
"ENSMUSG00000000711",8546.88854740456,-0.224503989727144,0.127117542848511,0.0351767596751573,0.392963993957485,"Rab5b"
"ENSMUSG00000000724",0.371562136850812,-0.00272150971533647,0.363362763666703,0.942120144009587,0.998803694500006,"Cryba1"
"ENSMUSG00000000730",34.6303783851139,0.184346879769359,0.298162606942211,0.0710829063645973,0.514878313085039,"Dnmt3l"
"ENSMUSG00000000731",0.30919763460763,-0.00712623170849521,0.365062963504181,0.849391336473838,0.997992378041651,"Aire"
"ENSMUSG00000000732",60.3662993249212,-1.76726166287396,1.33726381001954,0.000253702897913875,0.0190210990070733,"Icosl"
"ENSMUSG00000000738",2628.26925704323,-0.101157554640623,0.141646155837163,0.369918339193829,0.857637107196383,"Spg7"
"ENSMUSG00000000739",8.80931832814766,0.137812122267347,0.24313350907857,0.171043785750594,0.685641919910343,"Sult5a1"
"ENSMUSG00000000740",89984.7447902513,0.203248030588404,0.212386293601448,0.084000952162591,0.546738612768155,"Rpl13"
"ENSMUSG00000000743",5619.97475127963,0.0430106897527824,0.141117549520956,0.702377142173788,0.997992378041651,"Chmp1a"
"ENSMUSG00000000751",3166.8239729909,0.224279964219328,0.178444318489895,0.0642284207779262,0.498631641182617,"Rpa1"
"ENSMUSG00000000753",42142.0997410971,0.0180702711427211,0.170381988461971,0.878334327506276,0.997992378041651,"Serpinf1"
"ENSMUSG00000000759",3230.84242717956,0.13228903112402,0.126365849964164,0.212923037253845,0.725791970340001,"Tubgcp3"
"ENSMUSG00000000766",0.138653270046423,0.00538612745518007,0.364349770131395,0.885729391878025,0.997992378041651,"Oprm1"
"ENSMUSG00000000776",1367.19631989979,-0.0234026071162856,0.15037336460579,0.839305380123496,0.997992378041651,"Polr3d"
"ENSMUSG00000000782",50.5088542234536,-1.63299870408989,0.375161867413413,1.75228183619135e-07,7.68212236863144e-05,"Tcf7"
"ENSMUSG00000000787",14041.1188356903,-0.00314940103722674,0.1646034024851,0.978672908688474,0.998888644277007,"Ddx3x"
"ENSMUSG00000000791",22.701447256547,-1.24608580975092,0.670147533935899,8.42251114154985e-05,0.00767100961927213,"Il12rb1"
"ENSMUSG00000000792",24.8023367252707,0.150087233713487,0.248604695892399,0.139907711260502,0.644017546884558,"Slc5a5"
"ENSMUSG00000000794",3.70452961517188,-0.873569785447292,1.42201707800312,0.00161293691327262,0.0710736391800845,"Kcnn3"
"ENSMUSG00000000804",2756.62052813667,-0.109603740284256,0.158813413910731,0.350782045208333,0.841178574599053,"Usp32"
"ENSMUSG00000000811",564.281200951606,0.0179220418037724,0.16600013973747,0.879197734985325,0.997992378041651,"Txnrd3"
"ENSMUSG00000000823",2649.56001203233,-0.222581092632121,0.236147375183627,0.0558668770784984,0.474409928598962,"Zfp512b"
"ENSMUSG00000000826",3416.09752154455,-0.21251143682241,0.190830141174468,0.0785155048430201,0.53314872957472,"Dnajc5"
"ENSMUSG00000000827",11859.3731808282,0.0398008267761768,0.201255068078394,0.71910902331719,0.997992378041651,"Tpd52l2"
"ENSMUSG00000000838",7551.04535217707,-0.0293138086056382,0.179704784452293,0.802850946005969,0.997992378041651,"Fmr1"
"ENSMUSG00000000869",0.30503789498579,-0.0113934848876719,0.367085824167457,0.763095706747117,0.997992378041651,"Il4"
"ENSMUSG00000000876",1057.81178818061,-0.211930721065496,0.134528283282578,0.0542744748895037,0.46873574874521,"Pxmp4"
"ENSMUSG00000000881",2322.89034396441,-0.012315393010169,0.192336461693439,0.91411395878062,0.998398875236137,"Dlg3"
"ENSMUSG00000000884",174.200837209175,0.19067858233315,0.180987918185507,0.112946965628602,0.605738692139645,"Gnb1l"
"ENSMUSG00000000889",4.81187931910767,-0.057768666469999,0.318094908318028,0.347531509107292,0.838314838624379,"Dbh"
"ENSMUSG00000000901",12019.3175063327,-0.101194610409997,0.229708857405001,0.308217204752131,0.810217040178694,"Mmp11"
"ENSMUSG00000000902",4205.84320687138,-0.194754577893053,0.114580752266443,0.0506670984130905,0.456003885717815,"Smarcb1"
"ENSMUSG00000000903",2.28181074413147,-0.0924890242641832,0.375061773182708,0.168237434995411,0.682394463476758,"Vpreb3"
"ENSMUSG00000000915",682.701078434221,-0.526429703332878,0.257044035001976,0.000302474787546198,0.0215366757378344,"Hip1r"
"ENSMUSG00000000916",569.432192969106,-0.0427820225486651,0.141333603222371,0.704078130079477,0.997992378041651,"Nsun5"
"ENSMUSG00000000934",1051.41235010885,-0.170724925870764,0.159501785380242,0.148085733433532,0.653744322910863,"Top1mt"
"ENSMUSG00000000938",184.663576125608,-0.64514962714167,0.812010461180982,0.00290998711573125,0.106013699627471,"Hoxa10"
"ENSMUSG00000000942",166.357938378921,0.259583963071199,0.234515631868531,0.0325047382901522,0.38072912004439,"Hoxa4"
"ENSMUSG00000000948",188.865231435455,-0.0446957074414771,0.19812277876516,0.690477785342044,0.997992378041651,"Gm38393"
"ENSMUSG00000000957",40756.4140201975,-0.116288398026643,0.191959390438361,0.31816753621392,0.816714940632133,"Mmp14"
"ENSMUSG00000000958",564.906166146739,-0.27239354057891,0.176268194103761,0.0258707336811991,0.348535029208014,"Slc7a7"
"ENSMUSG00000000959",1708.70828004549,-0.280793311894455,0.158365980201532,0.0181019397901619,0.295064899111835,"Oxa1l"
"ENSMUSG00000000976",1668.39396338332,-0.215178131666932,0.195395286757338,0.0744611041182553,0.523031703707186,"Heatr6"
"ENSMUSG00000000983",3.67623662612289,0.0392085027752341,0.283260296289792,0.535602047600162,0.957271832387496,"Wfdc18"
"ENSMUSG00000001014",27.1372128897488,0.243147111666534,0.324616787266992,0.0332569477734803,0.384393999355481,"Icam4"
"ENSMUSG00000001016",4496.83219119083,0.208846962876016,0.243607762646464,0.0654017026416846,0.500793499268743,"Ilf2"
"ENSMUSG00000001017",7078.07356372736,0.191259880057806,0.184972654996595,0.111598110870934,0.603259505911718,"Chtop"
"ENSMUSG00000001018",3322.38386705073,-0.0380704261954914,0.16827255102534,0.747121915468394,0.997992378041651,"Snapin"
"ENSMUSG00000001020",125362.816671458,0.0858194747996737,0.231510983354254,0.371144860098627,0.85883033460157,"S100a4"
"ENSMUSG00000001021",176.555935554982,0.228637582952882,0.285807812908854,0.0428646854561961,0.425292655930176,"S100a3"
"ENSMUSG00000001023",10.7105501347396,0.0932299185856676,0.248062868993919,0.297515023788309,0.801700552693863,"S100a5"
"ENSMUSG00000001025",138028.424348466,0.0734099106329209,0.225015194296284,0.454350183872413,0.915492824046875,"S100a6"
"ENSMUSG00000001029",0.230309008118589,-0.00368235809569415,0.36365557580914,0.921734800399485,0.998398875236137,"Icam2"
"ENSMUSG00000001034",1565.33432443299,-0.13796048945903,0.198954197367141,0.232927409999499,0.745686641161131,"Mapk7"
"ENSMUSG00000001036",2882.03404869184,0.0165848125304718,0.140918391633142,0.882774165100097,0.997992378041651,"Epn2"
"ENSMUSG00000001039",1162.3717778633,0.0558079320357754,0.217449548879884,0.582476182598329,0.97858722649314,"B9d1"
"ENSMUSG00000001052",2269.53624809297,-0.0800375302217776,0.190143291305677,0.489767739574534,0.93336969638008,"Sec24b"
"ENSMUSG00000001053",38.7458777446863,0.296650993000871,0.250181890443176,0.0180508447182723,0.295064899111835,"N4bp3"
"ENSMUSG00000001054",852.810756356768,-0.10878024066426,0.145422539668237,0.340499087481072,0.833681891247756,"Rmnd5b"
"ENSMUSG00000001056",2835.56308333817,0.283808105143816,0.260507848637896,0.0216133181637299,0.320189053621442,"Nhp2"
"ENSMUSG00000001062",792.303767238705,-0.153592002237373,0.194908491662397,0.190888212353983,0.70545999439179,"Vps9d1"
"ENSMUSG00000001065",1285.76311808012,-0.0625252880415404,0.205094047458124,0.567650867911465,0.973331833086374,"Zfp276"
"ENSMUSG00000001076",5.73177171072111,-0.0435048306911672,0.280276650054141,0.505314150981031,0.942286484700119,"C1ql4"
"ENSMUSG00000001082",1184.03478972954,0.0399934526435243,0.187106121631583,0.73030621264765,0.997992378041651,"Mfsd10"
"ENSMUSG00000001089",2606.69688128218,-0.0687747047787306,0.20708115323843,0.526677064287469,0.953014205604058,"Luzp1"
"ENSMUSG00000001098",9051.21701985417,-0.135727349453305,0.188898781374081,0.249310207253468,0.762597917533481,"Kctd10"
"ENSMUSG00000001100",5853.85729914916,0.0829656579730619,0.187863189261506,0.47646423074676,0.926755976135218,"Poldip2"
"ENSMUSG00000001105",4932.10701907392,0.117914906588086,0.211740995905187,0.282749186604357,0.788187354317091,"Ift20"
"ENSMUSG00000001119",79353.5948577297,-0.194292630147322,0.222100315157131,0.0908311376360044,0.564768707627547,"Col6a1"
"ENSMUSG00000001120",568.703262592108,-0.19254040958417,0.193809793575927,0.10734296997819,0.594144235591918,"Pcbp3"
"ENSMUSG00000001123",3680.86989127911,-0.0933487795945147,0.179377968814412,0.429411367655552,0.899372175376792,"Lgals9"
"ENSMUSG00000001127",4942.01652685286,0.0746993909196273,0.187460112095057,0.52121192781764,0.950548173514671,"Araf"
"ENSMUSG00000001128",170.019254861083,-0.0405321783617892,0.212712772012306,0.696473286569068,0.997992378041651,"Cfp"
"ENSMUSG00000001131",6234.87431427617,0.0101679571060474,0.20002481211343,0.926934467346731,0.998398875236137,"Timp1"
"ENSMUSG00000001134",1439.7506594249,0.122623633071015,0.237003762480739,0.2192673064984,0.731976045415044,"Uxt"
"ENSMUSG00000001138",934.459462391349,-0.242207512565888,0.222242537649455,0.0441404235049091,0.429385556366295,"Cnnm3"
"ENSMUSG00000001143",1018.02112793762,-0.17073550147377,0.198852819666752,0.146519313735918,0.652300958535845,"Lman2l"
"ENSMUSG00000001150",3129.59520286694,-0.321303657299998,0.214454401596001,0.0116600206525637,0.236547524862128,"Mcm3ap"
"ENSMUSG00000001151",1632.23011096793,-0.428937474907621,0.363033779052333,0.00375797897543586,0.124301642172154,"Pcnt"
"ENSMUSG00000001155",2.13761690469242,-0.189251231649894,0.492359564944607,0.0459265672920555,0.435383692270367,"Ftcd"
"ENSMUSG00000001156",504.189466107797,-0.200241869412096,0.20335202151948,0.0918799158622881,0.566253491468655,"Mxd1"
"ENSMUSG00000001157",2230.34847865969,0.103657824841213,0.162187446154481,0.379459672066019,0.863553575457346,"Gmcl1"
"ENSMUSG00000001158",5491.4314727825,0.14094465001193,0.226986740077416,0.185545099705029,0.697852579717766,"Snrnp27"
"ENSMUSG00000001166",84.1630946877667,-0.208239133525063,0.341225996587476,0.0482015025281563,0.445551797505655,"Oas1c"
"ENSMUSG00000001173",2585.14812668976,-0.133745892137517,0.199315274931395,0.246145196890182,0.759633058642687,"Ocrl"
"ENSMUSG00000001175",17820.9229351995,0.269478215049084,0.181881389419035,0.0282023290818947,0.358643777793652,"Calm1"
"ENSMUSG00000001211",4237.84454787738,-0.330788951248462,0.201357046369018,0.0092239435366543,0.208554653425787,"Agpat3"
"ENSMUSG00000001227",234.81146979058,-0.118103268353356,0.217214090533053,0.271591141380251,0.781069729106572,"Sema6b"
"ENSMUSG00000001228",1276.45525339022,0.165470455932223,0.216282784572223,0.142866979019947,0.647493472239833,"Uhrf1"
"ENSMUSG00000001229",2122.25780229975,-0.111141660290166,0.200570563706925,0.328332282802952,0.824628743013059,"Dpp9"
"ENSMUSG00000001240",26.5638703376523,0.29101542509358,0.341825023852994,0.0188439458601787,0.301619742338727,"Ramp2"
"ENSMUSG00000001247",6.16655482847592,-0.0233328721810058,0.250054361125052,0.753385340300603,0.997992378041651,"Lsr"
"ENSMUSG00000001248",2987.73863532579,-0.0868840094032236,0.194220200098937,0.449395550285656,0.912146754919671,"Gramd1a"
"ENSMUSG00000001249",9.72131316872523,-0.115082479339568,0.284357049861196,0.17850850466984,0.691547502846102,"Hpn"
"ENSMUSG00000001270",944.429029267063,0.0562263643074408,0.183324316482272,0.630946499955051,0.994683280461991,"Ckb"
"ENSMUSG00000001280",3687.65535965384,-0.0963333357982313,0.181508400775611,0.414037240326004,0.886824232205379,"Sp1"
"ENSMUSG00000001281",7.93877940134277,0.0638752841152645,0.255347707321219,0.421768057462908,0.892973117323041,"Itgb7"
"ENSMUSG00000001285",2818.07236735953,0.210837933691681,0.193975178417569,0.0801842150442238,0.536832487311401,"Myg1"
"ENSMUSG00000001288",3129.27465103609,-0.0546200219335076,0.199666620470062,0.625129869330014,0.993125578898808,"Rarg"
"ENSMUSG00000001289",36212.6267840152,0.129864701153049,0.229405103179172,0.211399131593979,0.724435596691525,"Pfdn5"
"ENSMUSG00000001300",1845.91216435218,0.10529377575824,0.177641430025273,0.374120840599307,0.860394026300629,"Efnb2"
"ENSMUSG00000001305",1206.10081918055,0.285454899275897,0.217545909653066,0.0220595306376095,0.323992033326966,"Rrp15"
"ENSMUSG00000001313",1305.09383037319,0.0874757761667558,0.181175385608161,0.45785056429424,0.917403570844746,"Rnd2"
"ENSMUSG00000001323",1204.23781517121,-0.325952213097729,0.164984963932573,0.0070611215807546,0.180825649657835,"Srr"
"ENSMUSG00000001333",387.128018008281,-0.0527247206663507,0.198896009583742,0.638072884341839,0.997786906860892,"Sync"
"ENSMUSG00000001334",4.45538226799278,0.108010481442264,0.376341669382396,0.138319151229496,0.642779512927641,"Fndc5"
"ENSMUSG00000001348",2.94333572533521,-0.0988951785336026,0.319103047083931,0.19005772670688,0.704302744842429,"Acp5"
"ENSMUSG00000001349",4315.94040294177,0.236914377876345,0.232462423520883,0.046024857106667,0.435383692270367,"Cnn1"
"ENSMUSG00000001366",2226.72884846812,0.0584808507290431,0.174814121898435,0.620463753486118,0.991609117637611,"Fbxo9"
"ENSMUSG00000001376",2585.82384017833,0.31431463108986,0.147405200255435,0.00648160264924839,0.172128474461457,"Vps50"
"ENSMUSG00000001380",2752.04018928351,0.198331009283821,0.176217393028809,0.099530895931186,0.579834719404518,"Hars"
"ENSMUSG00000001383",2848.07817531159,0.0360441021520136,0.176314306947017,0.759699622142139,0.997992378041651,"Zmat2"
"ENSMUSG00000001403",1550.01654287485,-0.0203572639560362,0.208863504994041,0.84754660236295,0.997992378041651,"Ube2c"
"ENSMUSG00000001415",2335.35682275428,-0.0388913599230929,0.180348088481938,0.740396971477838,0.997992378041651,"Smg5"
"ENSMUSG00000001416",11631.5285118215,0.213417053219238,0.234096982644985,0.0643761440094342,0.498631641182617,"Cct3"
"ENSMUSG00000001418",3964.45351624067,-0.113017391333854,0.178301582222488,0.340441589977507,0.833681891247756,"Glmp"
"ENSMUSG00000001419",2991.22809403537,-0.0726704185503864,0.214580840773107,0.48715323040682,0.93244137623563,"Mef2d"
"ENSMUSG00000001420",14.4992870249435,-0.0570617951258626,0.223368085413528,0.558272465614993,0.968685670948596,"Tmem79"
"ENSMUSG00000001424",8403.98043811309,0.110038649231907,0.179481209442983,0.352724621032357,0.842938330066909,"Snd1"
"ENSMUSG00000001435",1479.78595660704,-0.0206690997688909,0.202095657485669,0.850822821164176,0.997992378041651,"Col18a1"
